Cliente	Fim de Mês	Data	Código
Pedro	30/04/2130	01/05/2130	572664
Pedro	31/05/2130	01/06/2130	710740
Pedro	30/06/2130	01/07/2130	725824
Pedro	31/07/2130	01/08/2130	872197
Pedro	31/08/2130	01/09/2130	845568
Pedro	30/09/2130	01/10/2130	392216
Pedro	31/10/2130	01/11/2130	544600
Pedro	30/11/2130	01/12/2130	752594
Pedro	31/12/2130	01/01/2131	162985
Pedro	31/01/2131	01/02/2131	436752
Pedro	28/02/2131	01/03/2131	938018
Pedro	31/03/2131	01/04/2131	376696
Pedro	30/04/2131	01/05/2131	158995
Pedro	31/05/2131	01/06/2131	745650
Pedro	30/06/2131	01/07/2131	622513
Pedro	31/07/2131	01/08/2131	686338
Pedro	31/08/2131	01/09/2131	877172
Pedro	30/09/2131	01/10/2131	651984
Pedro	31/10/2131	01/11/2131	139127
Pedro	30/11/2131	01/12/2131	392315
Pedro	31/12/2131	01/01/2132	203594
Pedro	31/01/2132	01/02/2132	494682
Pedro	29/02/2132	01/03/2132	215452
Pedro	31/03/2132	01/04/2132	289666
Pedro	30/04/2132	01/05/2132	572768
Pedro	31/05/2132	01/06/2132	324033
Pedro	30/06/2132	01/07/2132	923138
Pedro	31/07/2132	01/08/2132	463463
Pedro	31/08/2132	01/09/2132	785668
Pedro	30/09/2132	01/10/2132	891643
Pedro	31/10/2132	01/11/2132	128361
Pedro	30/11/2132	01/12/2132	573911
Pedro	31/12/2132	01/01/2133	534553
Pedro	31/01/2133	01/02/2133	661562
Pedro	28/02/2133	01/03/2133	656470
Pedro	31/03/2133	01/04/2133	225997
Pedro	30/04/2133	01/05/2133	700477
Pedro	31/05/2133	01/06/2133	833689
Pedro	30/06/2133	01/07/2133	349916
Pedro	31/07/2133	01/08/2133	856556
Pedro	31/08/2133	01/09/2133	784896
Pedro	30/09/2133	01/10/2133	769891
Pedro	31/10/2133	01/11/2133	375231
Pedro	30/11/2133	01/12/2133	570503
Pedro	31/12/2133	01/01/2134	200816
Pedro	31/01/2134	01/02/2134	822178
Pedro	28/02/2134	01/03/2134	444346
Pedro	31/03/2134	01/04/2134	472843
Pedro	30/04/2134	01/05/2134	117263
Pedro	31/05/2134	01/06/2134	985672
Pedro	30/06/2134	01/07/2134	440576
Pedro	31/07/2134	01/08/2134	291911
Pedro	31/08/2134	01/09/2134	603293
Pedro	30/09/2134	01/10/2134	118929
Pedro	31/10/2134	01/11/2134	567436
Pedro	30/11/2134	01/12/2134	743242
Pedro	31/12/2134	01/01/2135	776098
Pedro	31/01/2135	01/02/2135	924210
Pedro	28/02/2135	01/03/2135	529991
Pedro	31/03/2135	01/04/2135	152910
Pedro	30/04/2135	01/05/2135	829240
Pedro	31/05/2135	01/06/2135	583246
Pedro	30/06/2135	01/07/2135	355901
Pedro	31/07/2135	01/08/2135	626314
Pedro	31/08/2135	01/09/2135	871868
Pedro	30/09/2135	01/10/2135	405520
Pedro	31/10/2135	01/11/2135	908033
Pedro	30/11/2135	01/12/2135	834222
Pedro	31/12/2135	01/01/2136	267428
Pedro	31/01/2136	01/02/2136	917135
Pedro	29/02/2136	01/03/2136	597542
Pedro	31/03/2136	01/04/2136	125625
Pedro	30/04/2136	01/05/2136	406087
Pedro	31/05/2136	01/06/2136	259056
Pedro	30/06/2136	01/07/2136	510664
Pedro	31/07/2136	01/08/2136	475405
Pedro	31/08/2136	01/09/2136	860216
Pedro	30/09/2136	01/10/2136	869898
Pedro	31/10/2136	01/11/2136	610864
Pedro	30/11/2136	01/12/2136	718590
Pedro	31/12/2136	01/01/2137	365927
